area_code,area,year,population,land_co2,agri_ch4,agri_n2o,agri_co2,production,harvest,yield
156,New Zealand,1987,3310.74,,2321.9,100.083,94871.6,6938080.0,1140640.0,12992100.0
156,New Zealand,1988,3332.79,,2338.32,100.12,95231.3,6130970.0,893823.0,12919000.0
156,New Zealand,1989,3360.96,,2249.65,95.4149,91197.2,5819190.0,836278.0,13192300.0
156,New Zealand,1990,3398.17,-46822.6,2238.68,97.9381,92131.1,6882530.0,902949.0,12831300.0
156,New Zealand,1991,3446.17,-46822.6,2191.62,96.3228,90384.0,6675620.0,845957.0,13345700.0
156,New Zealand,1992,3503.18,-46822.6,2160.36,95.0574,89139.2,6714640.0,755967.0,12986100.0
156,New Zealand,1993,3564.46,-46822.6,2149.75,94.3487,88580.2,7206740.0,806586.0,14172300.0
156,New Zealand,1994,3623.28,-46822.6,2225.59,97.2317,91481.6,8266970.0,830226.0,14484500.0
156,New Zealand,1995,3674.94,-46822.6,2278.62,99.7492,93746.8,8158100.0,765361.0,14113700.0
156,New Zealand,1996,3717.35,-46823.1,2230.69,96.6742,91328.9,8563130.0,838151.0,14405900.0
156,New Zealand,1997,3752.36,-46824.5,2240.85,96.1589,91300.6,8577830.0,881259.0,13544100.0
156,New Zealand,1998,3783.97,-46824.5,2188.22,93.9655,89197.0,8072550.0,790115.0,13625800.0
156,New Zealand,1999,3818.13,-46824.5,2208.31,96.5579,90813.8,8203840.0,779285.0,12011800.0
156,New Zealand,2000,3859.0,-46820.2,2156.94,95.8585,89405.6,8524960.0,779379.0,11501100.0
156,New Zealand,2001,3907.93,-32881.5,2174.99,96.8232,90224.4,8388710.0,787669.0,11846600.0
156,New Zealand,2002,3963.21,-32898.6,2232.99,100.06,92925.5,8546490.0,827046.0,12525300.0
156,New Zealand,2003,4022.07,-32895.6,2262.19,102.127,94500.6,8391640.0,772850.0,15722600.0
156,New Zealand,2004,4080.44,-32901.7,2260.0,99.2401,93126.6,8166730.0,706375.0,13835600.0
156,New Zealand,2005,4135.35,-32904.5,2257.95,99.8165,93358.5,8408310.0,705535.0,12677700.0
156,New Zealand,2006,4185.92,-35839.4,2276.56,98.677,93215.3,8001490.0,679339.0,13059100.0
156,New Zealand,2007,4233.15,-35762.6,2258.81,97.9146,92483.5,8718920.0,703218.0,13400200.0
156,New Zealand,2008,4278.33,-35754.8,2212.06,93.8569,89619.0,9221440.0,772055.0,13506800.0
156,New Zealand,2009,4323.48,-35815.4,2241.21,93.1044,89876.4,9692610.0,893291.0,13239700.0
156,New Zealand,2010,4370.06,-35848.3,2240.34,92.5521,89608.6,9172530.0,784626.0,13390900.0
156,New Zealand,2011,4418.37,-34386.6,2249.7,93.885,90420.1,9283920.0,825971.0,13352500.0
156,New Zealand,2012,4467.74,-34364.9,2291.24,95.3966,91992.5,9863000.0,827630.0,13360200.0
156,New Zealand,2013,4517.53,-34387.9,2282.66,95.2233,91731.5,9688040.0,790553.0,13294700.0
156,New Zealand,2014,4566.7,-34397.5,2306.88,96.119,92650.7,9741500.0,790216.0,13318900.0
156,New Zealand,2015,4614.53,-34399.0,2241.15,98.2348,92270.5,9620780.0,776021.0,13210400.0
156,New Zealand,2016,4660.83,-34399.0,2246.25,97.566,92062.3,9710540.0,755243.0,13202800.0
156,New Zealand,2017,4705.82,,2228.11,97.3442,91572.7,8938770.0,659138.0,13223000.0
156,New Zealand,2018,4749.6,,,,,,,
156,New Zealand,2019,4792.41,,,,,,,
156,New Zealand,2020,4834.42,,,,,,,
156,New Zealand,2021,4875.6,,,,,,,
156,New Zealand,2022,4915.87,,,,,,,
156,New Zealand,2023,4955.33,,,,,,,
156,New Zealand,2024,4994.12,,,,,,,
156,New Zealand,2025,5032.31,,,,,,,
156,New Zealand,2026,5069.94,,,,,,,
156,New Zealand,2027,5106.97,,,,,,,
156,New Zealand,2028,5143.28,,,,,,,
156,New Zealand,2029,5178.7,,,,,,,
156,New Zealand,2030,5213.1,,2441.33,98.0844,96398.0,,,
156,New Zealand,2031,5246.46,,,,,,,
156,New Zealand,2032,5278.81,,,,,,,
156,New Zealand,2033,5310.14,,,,,,,
156,New Zealand,2034,5340.46,,,,,,,
156,New Zealand,2035,5369.79,,,,,,,
156,New Zealand,2036,5398.1,,,,,,,
156,New Zealand,2037,5425.45,,,,,,,
156,New Zealand,2038,5451.87,,,,,,,
156,New Zealand,2039,5477.42,,,,,,,
156,New Zealand,2040,5502.17,,,,,,,
156,New Zealand,2041,5526.16,,,,,,,
156,New Zealand,2042,5549.38,,,,,,,
156,New Zealand,2043,5571.88,,,,,,,
156,New Zealand,2044,5593.7,,,,,,,
156,New Zealand,2045,5614.87,,,,,,,
156,New Zealand,2046,5635.42,,,,,,,
156,New Zealand,2047,5655.38,,,,,,,
156,New Zealand,2048,5674.72,,,,,,,
156,New Zealand,2049,5693.43,,,,,,,
156,New Zealand,2050,5711.48,,2453.08,98.0995,96654.2,,,
156,New Zealand,2051,5728.91,,,,,,,
156,New Zealand,2052,5745.75,,,,,,,
156,New Zealand,2053,5762.02,,,,,,,
156,New Zealand,2054,5777.78,,,,,,,
156,New Zealand,2055,5793.04,,,,,,,
156,New Zealand,2056,5807.85,,,,,,,
156,New Zealand,2057,5822.22,,,,,,,
156,New Zealand,2058,5836.24,,,,,,,
156,New Zealand,2059,5849.98,,,,,,,
156,New Zealand,2060,5863.52,,,,,,,
156,New Zealand,2061,5876.87,,,,,,,
156,New Zealand,2062,5890.03,,,,,,,
156,New Zealand,2063,5903.08,,,,,,,
156,New Zealand,2064,5916.0,,,,,,,
156,New Zealand,2065,5928.83,,,,,,,
156,New Zealand,2066,5941.57,,,,,,,
156,New Zealand,2067,5954.2,,,,,,,
156,New Zealand,2068,5966.69,,,,,,,
156,New Zealand,2069,5979.0,,,,,,,
156,New Zealand,2070,5991.08,,,,,,,
156,New Zealand,2071,6002.92,,,,,,,
156,New Zealand,2072,6014.47,,,,,,,
156,New Zealand,2073,6025.66,,,,,,,
156,New Zealand,2074,6036.4,,,,,,,
156,New Zealand,2075,6046.59,,,,,,,
156,New Zealand,2076,6056.22,,,,,,,
156,New Zealand,2077,6065.26,,,,,,,
156,New Zealand,2078,6073.65,,,,,,,
156,New Zealand,2079,6081.29,,,,,,,
156,New Zealand,2080,6088.16,,,,,,,
156,New Zealand,2081,6094.22,,,,,,,
156,New Zealand,2082,6099.5,,,,,,,
156,New Zealand,2083,6104.08,,,,,,,
156,New Zealand,2084,6108.04,,,,,,,
156,New Zealand,2085,6111.5,,,,,,,
156,New Zealand,2086,6114.46,,,,,,,
156,New Zealand,2087,6116.97,,,,,,,
156,New Zealand,2088,6119.1,,,,,,,
156,New Zealand,2089,6120.94,,,,,,,
156,New Zealand,2090,6122.56,,,,,,,
156,New Zealand,2091,6124.04,,,,,,,
156,New Zealand,2092,6125.36,,,,,,,
156,New Zealand,2093,6126.54,,,,,,,
156,New Zealand,2094,6127.57,,,,,,,
156,New Zealand,2095,6128.44,,,,,,,
156,New Zealand,2096,6129.17,,,,,,,
156,New Zealand,2097,6129.75,,,,,,,
156,New Zealand,2098,6130.2,,,,,,,
156,New Zealand,2099,6130.55,,,,,,,
156,New Zealand,2100,6130.83,,,,,,,
157,Nicaragua,1950,1294.99,,,,,,,
157,Nicaragua,1951,1331.74,,,,,,,
157,Nicaragua,1952,1371.52,,,,,,,
157,Nicaragua,1953,1414.28,,,,,,,
157,Nicaragua,1954,1459.85,,,,,,,
157,Nicaragua,1955,1508.03,,,,,,,
157,Nicaragua,1956,1558.47,,,,,,,
157,Nicaragua,1957,1610.82,,,,,,,
157,Nicaragua,1958,1664.6,,,,,,,
157,Nicaragua,1959,1719.36,,,,,,,
157,Nicaragua,1960,1774.7,,,,,,,
157,Nicaragua,1961,1830.4,,195.133,5.9847,6835.48,2948660.0,1468680.0,2341500.0
157,Nicaragua,1962,1886.56,,203.706,6.235,7129.47,3172690.0,1562670.0,2395770.0
157,Nicaragua,1963,1943.59,,212.379,6.763,7555.21,3203400.0,1519300.0,2382620.0
157,Nicaragua,1964,2002.12,,221.173,7.0506,7871.14,3700270.0,1717880.0,2462030.0
157,Nicaragua,1965,2062.63,,230.043,7.5367,8280.81,3914180.0,1895850.0,2424810.0
157,Nicaragua,1966,2125.24,,242.626,7.8126,8670.94,3765440.0,1971420.0,2306490.0
157,Nicaragua,1967,2189.88,,254.318,8.3176,9147.77,4304740.0,2151860.0,2414030.0
157,Nicaragua,1968,2256.78,,271.321,8.8244,9737.01,4436780.0,2220930.0,2500630.0
157,Nicaragua,1969,2326.14,,288.046,9.3447,10326.6,4521120.0,2210950.0,2689980.0
157,Nicaragua,1970,2398.1,,304.67,9.8006,10884.2,4474780.0,2117410.0,2578730.0
157,Nicaragua,1971,2472.66,,278.634,9.1713,10044.3,4690450.0,2092120.0,2558470.0
157,Nicaragua,1972,2549.77,,277.76,9.0649,9981.64,4353390.0,1851540.0,2691050.0
157,Nicaragua,1973,2629.5,,288.733,10.1218,10702.5,4610500.0,1979640.0,2708740.0
157,Nicaragua,1974,2711.85,,308.772,10.1654,11141.1,5488210.0,2455860.0,2876000.0
157,Nicaragua,1975,2796.75,,321.339,10.3265,11475.7,5508420.0,2238230.0,2951190.0
157,Nicaragua,1976,2884.16,,333.927,10.9663,12034.6,5462300.0,2165790.0,2850280.0
157,Nicaragua,1977,2973.81,,348.382,11.8935,12766.9,5759400.0,2282840.0,2936880.0
157,Nicaragua,1978,3065.12,,353.132,12.0192,12921.3,6353260.0,2457830.0,2991310.0
157,Nicaragua,1979,3157.35,,321.768,10.46,11539.4,5931820.0,2059830.0,2921580.0
157,Nicaragua,1980,3249.91,,283.513,9.9172,10499.5,4738430.0,1557470.0,2735120.0
157,Nicaragua,1981,3342.67,,289.939,10.4493,10884.9,5630100.0,2053360.0,2669410.0
157,Nicaragua,1982,3435.52,,296.265,10.2264,10916.4,5974080.0,1916550.0,2746160.0
157,Nicaragua,1983,3527.94,,266.114,10.3158,10324.1,5912350.0,1830900.0,2632500.0
157,Nicaragua,1984,3619.25,,293.247,10.7055,11056.6,6277520.0,2019640.0,2778010.0
157,Nicaragua,1985,3709.09,,296.179,11.092,11297.7,5793230.0,2084940.0,2667140.0
157,Nicaragua,1986,3796.92,,266.018,10.7128,10489.1,5798100.0,1802950.0,2685650.0
157,Nicaragua,1987,3882.94,,240.214,9.3132,9296.16,5462680.0,1712690.0,2633820.0
157,Nicaragua,1988,3968.45,,269.795,10.9159,10666.5,5249270.0,1847800.0,2612900.0
157,Nicaragua,1989,4055.26,,344.031,11.2724,12394.9,5348100.0,1875670.0,2763000.0
157,Nicaragua,1990,4144.56,58934.5,392.002,13.1063,14226.8,5527140.0,1954190.0,2661050.0
157,Nicaragua,1991,4236.8,58934.5,311.662,10.6602,11407.3,5818280.0,1895830.0,5066450.0
157,Nicaragua,1992,4331.28,58861.2,346.565,11.5805,12571.3,5929140.0,1811660.0,5010050.0
157,Nicaragua,1993,4426.58,58861.2,389.663,12.5678,13935.0,5633360.0,1872780.0,4785600.0
157,Nicaragua,1994,4520.73,58861.2,392.727,12.106,13793.2,5820450.0,1810580.0,4768570.0
157,Nicaragua,1995,4612.23,58861.2,336.743,11.3203,12245.1,6827440.0,2165480.0,4811640.0
157,Nicaragua,1996,4700.78,57945.9,324.904,10.9241,11833.4,7533200.0,2216500.0,5026340.0
157,Nicaragua,1997,4786.64,58100.5,354.672,11.4878,12716.9,7297230.0,2139090.0,4771260.0
157,Nicaragua,1998,4869.63,59098.4,343.301,11.36,12409.1,7273680.0,2272920.0,4692260.0
157,Nicaragua,1999,4949.66,58068.4,407.786,12.8317,14447.1,7374670.0,2180410.0,4658410.0
157,Nicaragua,2000,5026.8,58126.0,422.092,13.1322,14875.9,7928390.0,2635890.0,4464200.0
157,Nicaragua,2001,5100.75,57882.2,424.175,13.1096,14915.2,7585330.0,2567440.0,4581820.0
157,Nicaragua,2002,5171.73,57916.0,431.936,14.3894,15664.1,8171880.0,2900980.0,4692590.0
157,Nicaragua,2003,5240.88,60420.8,453.393,15.3243,16499.5,9723680.0,3080300.0,4898090.0
157,Nicaragua,2004,5309.7,57940.3,438.651,14.5433,15866.4,8741580.0,2647910.0,4711110.0
157,Nicaragua,2005,5379.33,60563.0,457.137,15.4637,16624.3,9353790.0,3109790.0,4514270.0
157,Nicaragua,2006,5450.21,58275.3,464.41,15.6529,16922.3,9613560.0,2714640.0,4654680.0
157,Nicaragua,2007,5522.11,58144.6,465.051,15.6697,16935.7,9639960.0,2774800.0,4679550.0
157,Nicaragua,2008,5594.51,58753.3,467.707,15.4679,16877.5,9209570.0,2649640.0,4528750.0
157,Nicaragua,2009,5666.58,58088.9,472.565,16.0412,17278.1,10517600.0,2670090.0,4954300.0
157,Nicaragua,2010,5737.72,59090.6,482.447,16.187,17510.3,10157300.0,2682610.0,4978600.0
157,Nicaragua,2011,5807.82,1036.53,529.639,17.9748,19363.8,11164400.0,3036880.0,5320610.0
157,Nicaragua,2012,5877.11,522.174,550.437,19.0048,20280.7,13014300.0,3104020.0,5452710.0
157,Nicaragua,2013,5945.75,1844.35,578.614,18.7032,20703.1,13002000.0,3176130.0,5497370.0
157,Nicaragua,2014,6014.0,2352.59,606.134,20.1037,21921.6,12503800.0,2756560.0,5544930.0
157,Nicaragua,2015,6082.04,1003.2,632.021,20.898,22871.2,11689600.0,2392600.0,6059620.0
157,Nicaragua,2016,6149.93,2669.11,626.079,21.0722,22811.3,12235100.0,2829830.0,5425200.0
157,Nicaragua,2017,6217.58,,602.819,21.0837,22339.6,13305100.0,2623400.0,5445990.0
157,Nicaragua,2018,6284.76,,,,,,,
157,Nicaragua,2019,6351.16,,,,,,,
157,Nicaragua,2020,6416.57,,,,,,,
157,Nicaragua,2021,6480.81,,,,,,,
157,Nicaragua,2022,6543.98,,,,,,,
157,Nicaragua,2023,6606.54,,,,,,,
157,Nicaragua,2024,6669.15,,,,,,,
157,Nicaragua,2025,6732.2,,,,,,,
157,Nicaragua,2026,6795.87,,,,,,,
157,Nicaragua,2027,6859.84,,,,,,,
157,Nicaragua,2028,6923.48,,,,,,,
157,Nicaragua,2029,6985.85,,,,,,,
157,Nicaragua,2030,7046.29,,692.67,24.0795,25586.6,,,
157,Nicaragua,2031,7104.55,,,,,,,
157,Nicaragua,2032,7160.71,,,,,,,
157,Nicaragua,2033,7214.92,,,,,,,
157,Nicaragua,2034,7267.43,,,,,,,
157,Nicaragua,2035,7318.4,,,,,,,
157,Nicaragua,2036,7367.83,,,,,,,
157,Nicaragua,2037,7415.58,,,,,,,
157,Nicaragua,2038,7461.64,,,,,,,
157,Nicaragua,2039,7505.97,,,,,,,
157,Nicaragua,2040,7548.56,,,,,,,
157,Nicaragua,2041,7589.4,,,,,,,
157,Nicaragua,2042,7628.48,,,,,,,
157,Nicaragua,2043,7665.78,,,,,,,
157,Nicaragua,2044,7701.26,,,,,,,
157,Nicaragua,2045,7734.9,,,,,,,
157,Nicaragua,2046,7766.71,,,,,,,
157,Nicaragua,2047,7796.66,,,,,,,
157,Nicaragua,2048,7824.78,,,,,,,
157,Nicaragua,2049,7851.13,,,,,,,
157,Nicaragua,2050,7875.74,,805.412,28.5439,29996.8,,,
157,Nicaragua,2051,7898.59,,,,,,,
157,Nicaragua,2052,7919.67,,,,,,,
157,Nicaragua,2053,7938.97,,,,,,,
157,Nicaragua,2054,7956.43,,,,,,,
157,Nicaragua,2055,7972.04,,,,,,,
157,Nicaragua,2056,7985.79,,,,,,,
157,Nicaragua,2057,7997.67,,,,,,,
157,Nicaragua,2058,8007.65,,,,,,,
157,Nicaragua,2059,8015.73,,,,,,,
157,Nicaragua,2060,8021.9,,,,,,,
157,Nicaragua,2061,8026.14,,,,,,,
157,Nicaragua,2062,8028.46,,,,,,,
157,Nicaragua,2063,8028.85,,,,,,,
157,Nicaragua,2064,8027.28,,,,,,,
157,Nicaragua,2065,8023.75,,,,,,,
157,Nicaragua,2066,8018.28,,,,,,,
157,Nicaragua,2067,8010.88,,,,,,,
157,Nicaragua,2068,8001.56,,,,,,,
157,Nicaragua,2069,7990.36,,,,,,,
157,Nicaragua,2070,7977.29,,,,,,,
157,Nicaragua,2071,7962.38,,,,,,,
157,Nicaragua,2072,7945.71,,,,,,,
157,Nicaragua,2073,7927.3,,,,,,,
157,Nicaragua,2074,7907.26,,,,,,,
157,Nicaragua,2075,7885.67,,,,,,,
157,Nicaragua,2076,7862.56,,,,,,,
157,Nicaragua,2077,7838.02,,,,,,,
157,Nicaragua,2078,7812.13,,,,,,,
157,Nicaragua,2079,7784.97,,,,,,,
157,Nicaragua,2080,7756.64,,,,,,,
157,Nicaragua,2081,7727.2,,,,,,,
157,Nicaragua,2082,7696.72,,,,,,,
157,Nicaragua,2083,7665.3,,,,,,,
157,Nicaragua,2084,7633.01,,,,,,,
157,Nicaragua,2085,7599.93,,,,,,,
157,Nicaragua,2086,7566.13,,,,,,,
157,Nicaragua,2087,7531.69,,,,,,,
157,Nicaragua,2088,7496.65,,,,,,,
157,Nicaragua,2089,7461.1,,,,,,,
157,Nicaragua,2090,7425.06,,,,,,,
157,Nicaragua,2091,7388.6,,,,,,,
157,Nicaragua,2092,7351.77,,,,,,,
157,Nicaragua,2093,7314.61,,,,,,,
157,Nicaragua,2094,7277.18,,,,,,,
157,Nicaragua,2095,7239.52,,,,,,,
157,Nicaragua,2096,7201.65,,,,,,,
157,Nicaragua,2097,7163.62,,,,,,,
157,Nicaragua,2098,7125.45,,,,,,,
157,Nicaragua,2099,7087.18,,,,,,,
157,Nicaragua,2100,7048.82,,,,,,,
158,Niger,1950,2559.7,,,,,,,
158,Niger,1951,2638.14,,,,,,,
158,Niger,1952,2716.82,,,,,,,
158,Niger,1953,2795.81,,,,,,,
158,Niger,1954,2875.27,,,,,,,
158,Niger,1955,2955.54,,,,,,,
158,Niger,1956,3037.06,,,,,,,
158,Niger,1957,3120.44,,,,,,,
158,Niger,1958,3206.36,,,,,,,
158,Niger,1959,3295.58,,,,,,,
158,Niger,1960,3388.76,,,,,,,
158,Niger,1961,3486.29,,356.966,17.3184,15524.9,5172570.0,10440500.0,1521090.0
158,Niger,1962,3588.16,,375.282,18.2272,16330.2,6120340.0,11315200.0,1497690.0
158,Niger,1963,3693.87,,384.942,18.6199,16715.1,6422370.0,11651700.0,1397130.0
158,Niger,1964,3802.64,,425.584,20.281,18338.5,6455660.0,11058100.0,1495310.0
158,Niger,1965,3913.93,,453.0,21.2913,19382.5,5535210.0,11307500.0,1491040.0
158,Niger,1966,4027.76,,477.307,22.2439,20334.6,5808890.0,11700100.0,1388420.0
158,Niger,1967,4144.4,,501.072,23.1938,21274.0,6821120.0,12322700.0,1466850.0
158,Niger,1968,4263.75,,527.473,24.0458,22223.1,5191950.0,13057300.0,1352720.0
158,Niger,1969,4385.76,,535.814,24.1876,22465.0,6893900.0,14711200.0,1312370.0
158,Niger,1970,4510.48,,551.932,24.6582,23022.0,5708570.0,14972500.0,1391860.0
158,Niger,1971,4637.83,,570.052,25.6296,23853.0,6224880.0,15256100.0,1490350.0
158,Niger,1972,4768.08,,579.872,26.0984,24276.7,5787020.0,14422800.0,1324810.0
158,Niger,1973,4902.01,,431.075,19.0915,17901.6,4078710.0,12816000.0,1283550.0
158,Niger,1974,5040.66,,432.476,19.9498,18329.6,5702840.0,13994700.0,1425320.0
158,Niger,1975,5184.81,,464.551,21.321,19638.9,4792250.0,12895300.0,1451790.0
158,Niger,1976,5334.92,,506.029,23.1902,21376.8,6866130.0,15119100.0,1622490.0
158,Niger,1977,5490.92,,564.932,25.3877,23633.5,7415360.0,16115400.0,1865020.0
158,Niger,1978,5652.35,,586.288,26.3576,24531.6,7764140.0,16915100.0,1778120.0
158,Niger,1979,5818.51,,609.541,27.49,25544.8,8366470.0,17145000.0,1890720.0
158,Niger,1980,5988.9,,635.327,28.7545,26672.4,8664080.0,18401300.0,1695760.0
158,Niger,1981,6164.01,,663.426,30.1137,27892.3,8348430.0,19404700.0,1525330.0
158,Niger,1982,6344.38,,691.782,31.4209,29093.8,8465160.0,20465800.0,1517070.0
158,Niger,1983,6529.89,,723.242,32.8542,30418.7,8440330.0,20828900.0,1526360.0
158,Niger,1984,6720.34,,508.157,22.7499,21215.8,5662990.0,20216400.0,1520400.0
158,Niger,1985,6915.93,,426.488,19.0128,17768.0,8523150.0,21002600.0,1399940.0
158,Niger,1986,7116.74,,429.926,19.1228,17891.4,8853790.0,21201100.0,1411400.0
158,Niger,1987,7323.97,,445.956,19.8522,18565.9,7137400.0,21849400.0,1426290.0
158,Niger,1988,7540.25,,462.726,21.1034,19498.7,11098900.0,24338300.0,1532090.0
158,Niger,1989,7769.0,,481.603,21.8172,20225.9,9014540.0,25594300.0,1626820.0
158,Niger,1990,8012.86,13940.8,505.087,23.5647,21458.2,10201600.0,33061400.0,2418300.0
158,Niger,1991,8272.98,13940.8,524.549,24.4397,22272.5,11107000.0,32801700.0,2628180.0
158,Niger,1992,8549.42,13940.8,543.207,25.618,23210.9,11626600.0,38807200.0,2688870.0
158,Niger,1993,8842.42,13940.8,569.105,26.56,24190.9,10912000.0,35142100.0,2665880.0
158,Niger,1994,9151.76,13940.8,590.768,27.423,25045.7,9910210.0,34560500.0,2770270.0
158,Niger,1995,9477.33,13940.8,613.413,28.7913,26156.0,11253100.0,36865100.0,2784340.0
158,Niger,1996,9819.96,14195.4,643.235,30.2539,27425.1,10991800.0,36404300.0,2828080.0
158,Niger,1997,10180.1,14092.5,669.412,30.9685,28316.3,10019800.0,33470700.0,3193610.0
158,Niger,1998,10556.5,14331.1,694.031,32.926,29740.1,15756600.0,38618800.0,3106920.0
158,Niger,1999,10947.8,14115.4,722.716,34.3548,30979.8,14931200.0,38774200.0,3501330.0
158,Niger,2000,11353.0,14185.3,757.814,35.7756,32361.2,11900300.0,38847200.0,3697230.0
158,Niger,2001,11772.0,2934.28,789.377,37.6671,33942.9,16269700.0,39619200.0,4062040.0
158,Niger,2002,12206.0,2990.39,819.117,39.1143,35264.0,18173300.0,40641400.0,4075780.0
158,Niger,2003,12656.9,2936.66,853.223,40.5888,36661.3,18047300.0,41401400.0,3911140.0
158,Niger,2004,13127.0,2938.09,890.744,41.9908,38128.8,15108400.0,38761600.0,3852700.0
158,Niger,2005,13618.4,2933.81,925.463,44.2761,39905.6,19670600.0,42152400.0,3825280.0
158,Niger,2006,14132.1,2933.81,958.284,46.0683,41446.2,21660600.0,45814100.0,3784140.0
158,Niger,2007,14668.3,2933.33,1003.08,48.2303,43352.3,21816400.0,47741000.0,3749920.0
158,Niger,2008,15228.5,2933.81,1046.73,50.7077,45438.7,27442500.0,52818700.0,3723370.0
158,Niger,2009,15813.9,2957.11,1096.42,52.5792,47338.0,20235900.0,47662000.0,3670990.0
158,Niger,2010,16425.6,2939.04,1131.72,55.1814,49278.4,29610300.0,57324500.0,3978540.0
158,Niger,2011,17064.6,2933.33,1111.87,53.4105,48067.2,22692600.0,52541200.0,3974620.0
158,Niger,2012,17731.6,2942.84,1162.41,56.9853,50783.5,30129700.0,53921300.0,4713780.0
158,Niger,2013,18426.4,2933.33,1223.4,59.3807,53165.4,28415700.0,56387400.0,5031310.0
158,Niger,2014,19148.2,2933.33,1282.8,62.7007,55929.9,30707800.0,58212700.0,5500830.0
158,Niger,2015,19897.0,2934.28,1334.14,64.9414,58081.9,33749300.0,51511000.0,5358950.0
158,Niger,2016,20673.0,2945.7,1400.86,68.5016,61093.7,36316400.0,56073800.0,4991540.0
158,Niger,2017,21477.3,,1467.06,71.7169,63982.1,37405300.0,56150400.0,5374500.0
158,Niger,2018,22311.4,,,,,,,
158,Niger,2019,23176.7,,,,,,,
158,Niger,2020,24074.7,,,,,,,
158,Niger,2021,25006.2,,,,,,,
158,Niger,2022,25971.6,,,,,,,
158,Niger,2023,26971.8,,,,,,,
158,Niger,2024,28007.2,,,,,,,
158,Niger,2025,29078.6,,,,,,,
158,Niger,2026,30186.5,,,,,,,
158,Niger,2027,31331.5,,,,,,,
158,Niger,2028,32514.1,,,,,,,
158,Niger,2029,33734.6,,,,,,,
158,Niger,2030,34993.5,,1289.04,65.8681,57532.6,,,
158,Niger,2031,36291.2,,,,,,,
158,Niger,2032,37627.9,,,,,,,
158,Niger,2033,39004.0,,,,,,,
158,Niger,2034,40419.8,,,,,,,
158,Niger,2035,41875.5,,,,,,,
158,Niger,2036,43371.2,,,,,,,
158,Niger,2037,44907.0,,,,,,,
158,Niger,2038,46482.9,,,,,,,
158,Niger,2039,48098.9,,,,,,,
158,Niger,2040,49754.9,,,,,,,
158,Niger,2041,51450.9,,,,,,,
158,Niger,2042,53186.6,,,,,,,
158,Niger,2043,54961.7,,,,,,,
158,Niger,2044,56775.7,,,,,,,
158,Niger,2045,58628.3,,,,,,,
158,Niger,2046,60519.0,,,,,,,
158,Niger,2047,62447.3,,,,,,,
158,Niger,2048,64412.8,,,,,,,
158,Niger,2049,66415.2,,,,,,,
158,Niger,2050,68453.7,,1607.5,86.1208,73605.5,,,
158,Niger,2051,70527.9,,,,,,,
158,Niger,2052,72636.9,,,,,,,
158,Niger,2053,74780.0,,,,,,,
158,Niger,2054,76956.1,,,,,,,
158,Niger,2055,79164.5,,,,,,,
158,Niger,2056,81404.1,,,,,,,
158,Niger,2057,83673.9,,,,,,,
158,Niger,2058,85973.0,,,,,,,
158,Niger,2059,88300.5,,,,,,,
158,Niger,2060,90655.2,,,,,,,
158,Niger,2061,93036.2,,,,,,,
158,Niger,2062,95442.4,,,,,,,
158,Niger,2063,97871.8,,,,,,,
158,Niger,2064,100322.0,,,,,,,
158,Niger,2065,102792.0,,,,,,,
158,Niger,2066,105280.0,,,,,,,
158,Niger,2067,107785.0,,,,,,,
158,Niger,2068,110306.0,,,,,,,
158,Niger,2069,112844.0,,,,,,,
158,Niger,2070,115399.0,,,,,,,
158,Niger,2071,117970.0,,,,,,,
158,Niger,2072,120554.0,,,,,,,
158,Niger,2073,123150.0,,,,,,,
158,Niger,2074,125754.0,,,,,,,
158,Niger,2075,128363.0,,,,,,,
158,Niger,2076,130976.0,,,,,,,
158,Niger,2077,133593.0,,,,,,,
158,Niger,2078,136211.0,,,,,,,
158,Niger,2079,138832.0,,,,,,,
158,Niger,2080,141454.0,,,,,,,
158,Niger,2081,144075.0,,,,,,,
158,Niger,2082,146696.0,,,,,,,
158,Niger,2083,149314.0,,,,,,,
158,Niger,2084,151928.0,,,,,,,
158,Niger,2085,154537.0,,,,,,,
158,Niger,2086,157139.0,,,,,,,
158,Niger,2087,159733.0,,,,,,,
158,Niger,2088,162318.0,,,,,,,
158,Niger,2089,164892.0,,,,,,,
158,Niger,2090,167455.0,,,,,,,
158,Niger,2091,170005.0,,,,,,,
158,Niger,2092,172541.0,,,,,,,
158,Niger,2093,175061.0,,,,,,,
158,Niger,2094,177566.0,,,,,,,
158,Niger,2095,180052.0,,,,,,,
158,Niger,2096,182521.0,,,,,,,
158,Niger,2097,184969.0,,,,,,,
158,Niger,2098,187397.0,,,,,,,
158,Niger,2099,189803.0,,,,,,,
158,Niger,2100,192187.0,,,,,,,
159,Nigeria,1950,37859.7,,,,,,,
159,Nigeria,1951,38424.0,,,,,,,
159,Nigeria,1952,39035.1,,,,,,,
159,Nigeria,1953,39685.8,,,,,,,
159,Nigeria,1954,40370.4,,,,,,,
159,Nigeria,1955,41085.6,,,,,,,
159,Nigeria,1956,41830.0,,,,,,,
159,Nigeria,1957,42604.5,,,,,,,
159,Nigeria,1958,43411.5,,,,,,,
159,Nigeria,1959,44254.7,,,,,,,
159,Nigeria,1960,45137.8,,,,,,,
159,Nigeria,1961,46062.9,,509.611,29.0948,24071.9,82503100.0,67741600.0,2006040.0
159,Nigeria,1962,47029.1,,544.475,30.3206,25374.2,85489300.0,68213600.0,2012710.0
